NOC,Year,Sport,Sex,lat,lon,continent,bronze,gold,silver,total
AFG,2008,Taekwondo,M,33.93911,67.709953,Asia,1,0,0,1
AFG,2012,Taekwondo,M,33.93911,67.709953,Asia,1,0,0,1
ALG,1984,Boxing,M,28.033886,1.659626,Africa,2,0,0,2
ALG,1992,Athletics,F,28.033886,1.659626,Africa,0,1,0,1
ALG,1992,Boxing,M,28.033886,1.659626,Africa,1,0,0,1
ALG,1996,Athletics,M,28.033886,1.659626,Africa,0,1,0,1
ALG,1996,Boxing,M,28.033886,1.659626,Africa,1,1,0,2
ALG,2000,Athletics,F,28.033886,1.659626,Africa,0,1,0,1
ALG,2000,Athletics,M,28.033886,1.659626,Africa,2,0,1,3
ALG,2000,Boxing,M,28.033886,1.659626,Africa,1,0,0,1
ALG,2008,Judo,F,28.033886,1.659626,Africa,1,0,0,1
ALG,2008,Judo,M,28.033886,1.659626,Africa,0,0,1,1
ALG,2012,Athletics,M,28.033886,1.659626,Africa,0,1,0,1
ALG,2016,Athletics,M,28.033886,1.659626,Africa,0,0,2,2
ANZ,1908,Athletics,M,-25.274398,133.775136,Oceania,1,0,0,1
ANZ,1908,Boxing,M,-25.274398,133.775136,Oceania,0,0,1,1
ANZ,1908,Rugby,M,-25.274398,133.775136,Oceania,0,15,0,15
ANZ,1908,Swimming,M,-25.274398,133.775136,Oceania,1,0,1,2
ANZ,1912,Swimming,F,-25.274398,133.775136,Oceania,0,1,1,2
ANZ,1912,Swimming,M,-25.274398,133.775136,Oceania,2,4,1,7
ANZ,1912,Tennis,M,-25.274398,133.775136,Oceania,1,0,0,1
ARG,1924,Athletics,M,-38.416097,-63.616672,South America,0,0,1,1
ARG,1924,Boxing,M,-38.416097,-63.616672,South America,2,0,2,4
ARG,1924,Polo,M,-38.416097,-63.616672,South America,0,5,0,5
ARG,1928,Boxing,M,-38.416097,-63.616672,South America,0,2,2,4
ARG,1928,Fencing,M,-38.416097,-63.616672,South America,5,0,0,5
ARG,1928,Football,M,-38.416097,-63.616672,South America,0,0,16,16
ARG,1928,Swimming,M,-38.416097,-63.616672,South America,0,1,0,1
ARG,1932,Athletics,M,-38.416097,-63.616672,South America,0,1,0,1
ARG,1932,Boxing,M,-38.416097,-63.616672,South America,0,2,1,3
ARG,1936,Boxing,M,-38.416097,-63.616672,South America,2,1,1,4
ARG,1936,Polo,M,-38.416097,-63.616672,South America,0,4,0,4
ARG,1936,Rowing,M,-38.416097,-63.616672,South America,2,0,0,2
ARG,1936,Swimming,F,-38.416097,-63.616672,South America,0,0,1,1
ARG,1948,Athletics,F,-38.416097,-63.616672,South America,0,0,1,1
ARG,1948,Athletics,M,-38.416097,-63.616672,South America,0,1,0,1
ARG,1948,Boxing,M,-38.416097,-63.616672,South America,1,2,0,3
ARG,1948,Sailing,M,-38.416097,-63.616672,South America,0,0,5,5
ARG,1948,Shooting,M,-38.416097,-63.616672,South America,0,0,1,1
ARG,1952,Athletics,M,-38.416097,-63.616672,South America,0,0,1,1
ARG,1952,Boxing,M,-38.416097,-63.616672,South America,1,0,1,2
ARG,1952,Rowing,M,-38.416097,-63.616672,South America,0,2,0,2
ARG,1952,Weightlifting,M,-38.416097,-63.616672,South America,1,0,0,1
ARG,1956,Boxing,M,-38.416097,-63.616672,South America,1,0,0,1
ARG,1956,Weightlifting,M,-38.416097,-63.616672,South America,0,0,1,1
ARG,1960,Boxing,M,-38.416097,-63.616672,South America,1,0,0,1
ARG,1960,Sailing,M,-38.416097,-63.616672,South America,0,0,3,3
ARG,1964,Equestrianism,M,-38.416097,-63.616672,South America,0,0,1,1
ARG,1968,Boxing,M,-38.416097,-63.616672,South America,1,0,0,1
ARG,1968,Rowing,M,-38.416097,-63.616672,South America,1,0,0,1
ARG,1972,Rowing,M,-38.416097,-63.616672,South America,0,0,1,1
ARG,1988,Tennis,F,-38.416097,-63.616672,South America,0,0,1,1
ARG,1988,Volleyball,M,-38.416097,-63.616672,South America,12,0,0,12
ARG,1992,Tennis,M,-38.416097,-63.616672,South America,2,0,0,2
ARG,1996,Boxing,M,-38.416097,-63.616672,South America,1,0,0,1
ARG,1996,Football,M,-38.416097,-63.616672,South America,0,0,18,18
ARG,1996,Sailing,M,-38.416097,-63.616672,South America,0,0,1,1
ARG,2000,Hockey,F,-38.416097,-63.616672,South America,0,0,16,16
ARG,2000,Sailing,F,-38.416097,-63.616672,South America,1,0,0,1
ARG,2000,Sailing,M,-38.416097,-63.616672,South America,2,0,1,3
ARG,2004,Basketball,M,-38.416097,-63.616672,South America,0,12,0,12
ARG,2004,Football,M,-38.416097,-63.616672,South America,0,16,0,16
ARG,2004,Hockey,F,-38.416097,-63.616672,South America,16,0,0,16
ARG,2004,Sailing,M,-38.416097,-63.616672,South America,2,0,0,2
ARG,2004,Swimming,F,-38.416097,-63.616672,South America,1,0,0,1
ARG,2004,Tennis,F,-38.416097,-63.616672,South America,2,0,0,2
ARG,2008,Basketball,M,-38.416097,-63.616672,South America,12,0,0,12
ARG,2008,Cycling,M,-38.416097,-63.616672,South America,0,2,0,2
ARG,2008,Football,M,-38.416097,-63.616672,South America,0,18,0,18
ARG,2008,Hockey,F,-38.416097,-63.616672,South America,16,0,0,16
ARG,2008,Judo,F,-38.416097,-63.616672,South America,1,0,0,1
ARG,2008,Sailing,M,-38.416097,-63.616672,South America,2,0,0,2
ARG,2012,Hockey,F,-38.416097,-63.616672,South America,0,0,15,15
ARG,2012,Sailing,M,-38.416097,-63.616672,South America,2,0,0,2
ARG,2012,Taekwondo,M,-38.416097,-63.616672,South America,0,1,0,1
ARG,2012,Tennis,M,-38.416097,-63.616672,South America,1,0,0,1
ARG,2016,Hockey,M,-38.416097,-63.616672,South America,0,18,0,18
ARG,2016,Judo,F,-38.416097,-63.616672,South America,0,1,0,1
ARG,2016,Sailing,F,-38.416097,-63.616672,South America,0,1,0,1
ARG,2016,Sailing,M,-38.416097,-63.616672,South America,0,1,0,1
ARG,2016,Tennis,M,-38.416097,-63.616672,South America,0,0,1,1
ARM,1996,Wrestling,M,40.069099,45.038189,Europe,0,1,1,2
ARM,2000,Weightlifting,M,40.069099,45.038189,Europe,1,0,0,1
ARM,2008,Boxing,M,40.069099,45.038189,Europe,1,0,0,1
ARM,2008,Weightlifting,M,40.069099,45.038189,Europe,3,0,0,3
ARM,2008,Wrestling,M,40.069099,45.038189,Europe,2,0,0,2
ARM,2012,Weightlifting,F,40.069099,45.038189,Europe,1,0,0,1
ARM,2012,Wrestling,M,40.069099,45.038189,Europe,1,0,1,2
ARM,2016,Weightlifting,M,40.069099,45.038189,Europe,0,0,2,2
ARM,2016,Wrestling,M,40.069099,45.038189,Europe,0,1,1,2
AUS,1896,Athletics,M,-25.274398,133.775136,Oceania,0,2,0,2
AUS,1896,Tennis,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1900,Athletics,M,-25.274398,133.775136,Oceania,3,1,0,4
AUS,1900,Swimming,M,-25.274398,133.775136,Oceania,0,2,0,2
AUS,1904,Swimming,M,-25.274398,133.775136,Oceania,1,0,3,4
AUS,1906,Athletics,M,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1906,Swimming,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1920,Athletics,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,1920,Swimming,M,-25.274398,133.775136,Oceania,1,0,5,6
AUS,1924,Alpinism,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1924,Athletics,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1924,Diving,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1924,Swimming,M,-25.274398,133.775136,Oceania,2,1,5,8
AUS,1928,Cycling,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1928,Rowing,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1928,Swimming,M,-25.274398,133.775136,Oceania,0,0,2,2
AUS,1932,Cycling,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1932,Rowing,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1932,Swimming,F,-25.274398,133.775136,Oceania,0,1,1,2
AUS,1932,Wrestling,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1936,Athletics,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1948,Athletics,F,-25.274398,133.775136,Oceania,2,0,4,6
AUS,1948,Athletics,M,-25.274398,133.775136,Oceania,0,1,2,3
AUS,1948,Rowing,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1948,Swimming,F,-25.274398,133.775136,Oceania,1,0,1,2
AUS,1948,Swimming,M,-25.274398,133.775136,Oceania,1,0,1,2
AUS,1948,Wrestling,M,-25.274398,133.775136,Oceania,1,0,1,2
AUS,1952,Athletics,F,-25.274398,133.775136,Oceania,1,3,0,4
AUS,1952,Cycling,M,-25.274398,133.775136,Oceania,0,3,1,4
AUS,1952,Rowing,M,-25.274398,133.775136,Oceania,9,0,1,10
AUS,1952,Swimming,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1952,Weightlifting,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1956,Athletics,F,-25.274398,133.775136,Oceania,3,7,0,10
AUS,1956,Athletics,M,-25.274398,133.775136,Oceania,3,0,6,9
AUS,1956,Boxing,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1956,Canoeing,M,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1956,Cycling,M,-25.274398,133.775136,Oceania,1,2,0,3
AUS,1956,Rowing,M,-25.274398,133.775136,Oceania,11,0,1,12
AUS,1956,Sailing,M,-25.274398,133.775136,Oceania,3,0,2,5
AUS,1956,Swimming,F,-25.274398,133.775136,Oceania,1,8,2,11
AUS,1956,Swimming,M,-25.274398,133.775136,Oceania,1,11,2,14
AUS,1960,Athletics,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,1960,Athletics,M,-25.274398,133.775136,Oceania,1,1,1,3
AUS,1960,Boxing,M,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1960,Equestrianism,M,-25.274398,133.775136,Oceania,0,5,1,6
AUS,1960,Swimming,F,-25.274398,133.775136,Oceania,1,1,12,14
AUS,1960,Swimming,M,-25.274398,133.775136,Oceania,7,4,9,20
AUS,1964,Athletics,F,-25.274398,133.775136,Oceania,3,1,1,5
AUS,1964,Athletics,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1964,Hockey,M,-25.274398,133.775136,Oceania,14,0,0,14
AUS,1964,Judo,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1964,Sailing,M,-25.274398,133.775136,Oceania,0,3,0,3
AUS,1964,Swimming,F,-25.274398,133.775136,Oceania,0,1,5,6
AUS,1964,Swimming,M,-25.274398,133.775136,Oceania,11,3,0,14
AUS,1968,Athletics,F,-25.274398,133.775136,Oceania,1,1,2,4
AUS,1968,Athletics,M,-25.274398,133.775136,Oceania,0,1,1,2
AUS,1968,Equestrianism,M,-25.274398,133.775136,Oceania,4,0,0,4
AUS,1968,Hockey,M,-25.274398,133.775136,Oceania,0,0,14,14
AUS,1968,Rowing,M,-25.274398,133.775136,Oceania,0,0,9,9
AUS,1968,Swimming,F,-25.274398,133.775136,Oceania,1,1,5,7
AUS,1968,Swimming,M,-25.274398,133.775136,Oceania,5,2,4,11
AUS,1972,Athletics,F,-25.274398,133.775136,Oceania,0,0,2,2
AUS,1972,Cycling,M,-25.274398,133.775136,Oceania,0,0,3,3
AUS,1972,Sailing,M,-25.274398,133.775136,Oceania,0,5,0,5
AUS,1972,Swimming,F,-25.274398,133.775136,Oceania,2,5,1,8
AUS,1972,Swimming,M,-25.274398,133.775136,Oceania,0,1,1,2
AUS,1976,Equestrianism,M,-25.274398,133.775136,Oceania,4,0,0,4
AUS,1976,Hockey,M,-25.274398,133.775136,Oceania,0,0,15,15
AUS,1976,Sailing,M,-25.274398,133.775136,Oceania,3,0,0,3
AUS,1976,Swimming,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1980,Athletics,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,1980,Canoeing,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,1980,Swimming,F,-25.274398,133.775136,Oceania,1,1,0,2
AUS,1980,Swimming,M,-25.274398,133.775136,Oceania,4,5,0,9
AUS,1984,Athletics,F,-25.274398,133.775136,Oceania,1,1,0,2
AUS,1984,Athletics,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,1984,Canoeing,M,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1984,Cycling,M,-25.274398,133.775136,Oceania,0,4,0,4
AUS,1984,Rowing,F,-25.274398,133.775136,Oceania,5,0,0,5
AUS,1984,Rowing,M,-25.274398,133.775136,Oceania,9,0,4,13
AUS,1984,Sailing,M,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1984,Shooting,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1984,Swimming,F,-25.274398,133.775136,Oceania,1,0,2,3
AUS,1984,Swimming,M,-25.274398,133.775136,Oceania,10,1,6,17
AUS,1984,Weightlifting,M,-25.274398,133.775136,Oceania,0,1,1,2
AUS,1988,Athletics,F,-25.274398,133.775136,Oceania,0,1,1,2
AUS,1988,Boxing,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,1988,Canoeing,M,-25.274398,133.775136,Oceania,2,0,1,3
AUS,1988,Cycling,M,-25.274398,133.775136,Oceania,6,0,2,8
AUS,1988,Hockey,F,-25.274398,133.775136,Oceania,0,16,0,16
AUS,1988,Swimming,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1988,Swimming,M,-25.274398,133.775136,Oceania,0,1,1,2
AUS,1988,Tennis,F,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1992,Athletics,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1992,Athletics,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1992,Canoeing,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,1992,Canoeing,M,-25.274398,133.775136,Oceania,4,1,0,5
AUS,1992,Cycling,F,-25.274398,133.775136,Oceania,0,1,1,2
AUS,1992,Cycling,M,-25.274398,133.775136,Oceania,0,0,6,6
AUS,1992,Equestrianism,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,1992,Equestrianism,M,-25.274398,133.775136,Oceania,0,4,0,4
AUS,1992,Hockey,M,-25.274398,133.775136,Oceania,0,0,16,16
AUS,1992,Rowing,M,-25.274398,133.775136,Oceania,0,6,0,6
AUS,1992,Sailing,M,-25.274398,133.775136,Oceania,3,0,0,3
AUS,1992,Swimming,F,-25.274398,133.775136,Oceania,4,0,1,5
AUS,1992,Swimming,M,-25.274398,133.775136,Oceania,1,1,2,4
AUS,1992,Tennis,F,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1994,Short Track Speed Skating,M,-25.274398,133.775136,Oceania,4,0,0,4
AUS,1996,Athletics,F,-25.274398,133.775136,Oceania,0,0,2,2
AUS,1996,Basketball,F,-25.274398,133.775136,Oceania,12,0,0,12
AUS,1996,Beach Volleyball,F,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1996,Canoeing,F,-25.274398,133.775136,Oceania,2,0,0,2
AUS,1996,Canoeing,M,-25.274398,133.775136,Oceania,3,0,0,3
AUS,1996,Cycling,F,-25.274398,133.775136,Oceania,1,0,1,2
AUS,1996,Cycling,M,-25.274398,133.775136,Oceania,7,0,0,7
AUS,1996,Equestrianism,F,-25.274398,133.775136,Oceania,0,2,0,2
AUS,1996,Equestrianism,M,-25.274398,133.775136,Oceania,0,2,0,2
AUS,1996,Hockey,F,-25.274398,133.775136,Oceania,0,16,0,16
AUS,1996,Hockey,M,-25.274398,133.775136,Oceania,16,0,0,16
AUS,1996,Rowing,F,-25.274398,133.775136,Oceania,2,2,0,4
AUS,1996,Rowing,M,-25.274398,133.775136,Oceania,6,4,2,12
AUS,1996,Sailing,M,-25.274398,133.775136,Oceania,2,0,2,4
AUS,1996,Shooting,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1996,Shooting,M,-25.274398,133.775136,Oceania,0,2,0,2
AUS,1996,Softball,F,-25.274398,133.775136,Oceania,15,0,0,15
AUS,1996,Swimming,F,-25.274398,133.775136,Oceania,6,1,7,14
AUS,1996,Swimming,M,-25.274398,133.775136,Oceania,8,1,2,11
AUS,1996,Tennis,M,-25.274398,133.775136,Oceania,0,2,0,2
AUS,1996,Weightlifting,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,1998,Alpine Skiing,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2000,Archery,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2000,Athletics,F,-25.274398,133.775136,Oceania,0,1,1,2
AUS,2000,Athletics,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2000,Basketball,F,-25.274398,133.775136,Oceania,0,0,12,12
AUS,2000,Beach Volleyball,F,-25.274398,133.775136,Oceania,0,2,0,2
AUS,2000,Canoeing,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2000,Canoeing,M,-25.274398,133.775136,Oceania,0,0,2,2
AUS,2000,Cycling,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2000,Cycling,M,-25.274398,133.775136,Oceania,5,2,1,8
AUS,2000,Diving,F,-25.274398,133.775136,Oceania,2,0,0,2
AUS,2000,Diving,M,-25.274398,133.775136,Oceania,2,0,0,2
AUS,2000,Equestrianism,M,-25.274398,133.775136,Oceania,0,4,1,5
AUS,2000,Hockey,F,-25.274398,133.775136,Oceania,0,16,0,16
AUS,2000,Hockey,M,-25.274398,133.775136,Oceania,16,0,0,16
AUS,2000,Judo,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2000,Rowing,F,-25.274398,133.775136,Oceania,0,0,2,2
AUS,2000,Rowing,M,-25.274398,133.775136,Oceania,6,0,13,19
AUS,2000,Sailing,F,-25.274398,133.775136,Oceania,0,2,0,2
AUS,2000,Sailing,M,-25.274398,133.775136,Oceania,1,2,2,5
AUS,2000,Shooting,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2000,Shooting,M,-25.274398,133.775136,Oceania,0,1,1,2
AUS,2000,Softball,F,-25.274398,133.775136,Oceania,15,0,0,15
AUS,2000,Swimming,F,-25.274398,133.775136,Oceania,1,1,15,17
AUS,2000,Swimming,M,-25.274398,133.775136,Oceania,3,14,12,29
AUS,2000,Taekwondo,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2000,Taekwondo,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2000,Tennis,M,-25.274398,133.775136,Oceania,0,0,2,2
AUS,2000,Trampolining,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2000,Triathlon,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2000,Water Polo,F,-25.274398,133.775136,Oceania,0,13,0,13
AUS,2002,Freestyle Skiing,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2002,Short Track Speed Skating,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2004,Archery,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2004,Athletics,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2004,Athletics,M,-25.274398,133.775136,Oceania,1,0,4,5
AUS,2004,Baseball,M,-25.274398,133.775136,Oceania,0,0,24,24
AUS,2004,Basketball,F,-25.274398,133.775136,Oceania,0,0,12,12
AUS,2004,Canoeing,M,-25.274398,133.775136,Oceania,0,0,3,3
AUS,2004,Cycling,F,-25.274398,133.775136,Oceania,1,2,1,4
AUS,2004,Cycling,M,-25.274398,133.775136,Oceania,2,10,1,13
AUS,2004,Diving,F,-25.274398,133.775136,Oceania,3,1,0,4
AUS,2004,Diving,M,-25.274398,133.775136,Oceania,4,0,1,5
AUS,2004,Hockey,M,-25.274398,133.775136,Oceania,0,16,0,16
AUS,2004,Rowing,F,-25.274398,133.775136,Oceania,4,0,0,4
AUS,2004,Rowing,M,-25.274398,133.775136,Oceania,9,2,4,15
AUS,2004,Shooting,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2004,Shooting,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2004,Softball,F,-25.274398,133.775136,Oceania,0,0,15,15
AUS,2004,Swimming,F,-25.274398,133.775136,Oceania,2,14,3,19
AUS,2004,Swimming,M,-25.274398,133.775136,Oceania,1,3,8,12
AUS,2004,Tennis,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2004,Triathlon,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2006,Freestyle Skiing,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2006,Freestyle Skiing,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2008,Athletics,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2008,Athletics,M,-25.274398,133.775136,Oceania,1,1,1,3
AUS,2008,Basketball,F,-25.274398,133.775136,Oceania,0,0,12,12
AUS,2008,Canoeing,F,-25.274398,133.775136,Oceania,4,0,1,5
AUS,2008,Canoeing,M,-25.274398,133.775136,Oceania,2,1,0,3
AUS,2008,Cycling,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2008,Diving,F,-25.274398,133.775136,Oceania,0,0,2,2
AUS,2008,Diving,M,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2008,Equestrianism,F,-25.274398,133.775136,Oceania,0,0,3,3
AUS,2008,Equestrianism,M,-25.274398,133.775136,Oceania,0,0,2,2
AUS,2008,Hockey,M,-25.274398,133.775136,Oceania,17,0,0,17
AUS,2008,Rowing,M,-25.274398,133.775136,Oceania,0,4,4,8
AUS,2008,Sailing,F,-25.274398,133.775136,Oceania,0,2,0,2
AUS,2008,Sailing,M,-25.274398,133.775136,Oceania,0,2,2,4
AUS,2008,Shooting,M,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2008,Softball,F,-25.274398,133.775136,Oceania,15,0,0,15
AUS,2008,Swimming,F,-25.274398,133.775136,Oceania,8,19,2,29
AUS,2008,Swimming,M,-25.274398,133.775136,Oceania,14,0,11,25
AUS,2008,Triathlon,F,-25.274398,133.775136,Oceania,1,1,0,2
AUS,2008,Water Polo,F,-25.274398,133.775136,Oceania,13,0,0,13
AUS,2010,Freestyle Skiing,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2010,Freestyle Skiing,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2010,Snowboarding,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2012,Athletics,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2012,Athletics,M,-25.274398,133.775136,Oceania,0,0,2,2
AUS,2012,Basketball,F,-25.274398,133.775136,Oceania,12,0,0,12
AUS,2012,Canoeing,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2012,Canoeing,M,-25.274398,133.775136,Oceania,0,4,0,4
AUS,2012,Cycling,F,-25.274398,133.775136,Oceania,3,1,0,4
AUS,2012,Cycling,M,-25.274398,133.775136,Oceania,1,0,5,6
AUS,2012,Diving,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2012,Hockey,M,-25.274398,133.775136,Oceania,16,0,0,16
AUS,2012,Rowing,F,-25.274398,133.775136,Oceania,1,0,4,5
AUS,2012,Rowing,M,-25.274398,133.775136,Oceania,4,0,4,8
AUS,2012,Sailing,F,-25.274398,133.775136,Oceania,0,0,3,3
AUS,2012,Sailing,M,-25.274398,133.775136,Oceania,0,5,0,5
AUS,2012,Swimming,F,-25.274398,133.775136,Oceania,2,7,15,24
AUS,2012,Swimming,M,-25.274398,133.775136,Oceania,6,0,2,8
AUS,2012,Triathlon,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2012,Water Polo,F,-25.274398,133.775136,Oceania,13,0,0,13
AUS,2014,Freestyle Skiing,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2014,Freestyle Skiing,M,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2014,Snowboarding,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2016,Archery,M,-25.274398,133.775136,Oceania,3,0,0,3
AUS,2016,Athletics,M,-25.274398,133.775136,Oceania,1,0,1,2
AUS,2016,Canoeing,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2016,Canoeing,M,-25.274398,133.775136,Oceania,2,0,0,2
AUS,2016,Cycling,F,-25.274398,133.775136,Oceania,1,0,0,1
AUS,2016,Cycling,M,-25.274398,133.775136,Oceania,0,0,5,5
AUS,2016,Diving,F,-25.274398,133.775136,Oceania,2,0,0,2
AUS,2016,Equestrianism,M,-25.274398,133.775136,Oceania,4,0,0,4
AUS,2016,Modern Pentathlon,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2016,Rowing,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2016,Rowing,M,-25.274398,133.775136,Oceania,0,0,8,8
AUS,2016,Rugby Sevens,F,-25.274398,133.775136,Oceania,0,12,0,12
AUS,2016,Sailing,F,-25.274398,133.775136,Oceania,0,0,1,1
AUS,2016,Sailing,M,-25.274398,133.775136,Oceania,0,1,5,6
AUS,2016,Shooting,F,-25.274398,133.775136,Oceania,0,1,0,1
AUS,2016,Swimming,F,-25.274398,133.775136,Oceania,1,5,13,19
AUS,2016,Swimming,M,-25.274398,133.775136,Oceania,10,2,1,13
AUT,1896,Cycling,M,47.516231,14.550072,Europe,2,1,0,3
AUT,1896,Swimming,M,47.516231,14.550072,Europe,0,1,1,2
AUT,1900,Fencing,M,47.516231,14.550072,Europe,2,0,0,2
AUT,1900,Swimming,M,47.516231,14.550072,Europe,1,0,3,4
AUT,1904,Gymnastics,M,47.516231,14.550072,Europe,0,2,1,3
AUT,1904,Swimming,M,47.516231,14.550072,Europe,1,0,0,1
AUT,1906,Diving,M,47.516231,14.550072,Europe,1,0,0,1
AUT,1906,Swimming,M,47.516231,14.550072,Europe,1,1,0,2
AUT,1906,Weightlifting,M,47.516231,14.550072,Europe,0,1,1,2
AUT,1906,Wrestling,M,47.516231,14.550072,Europe,1,1,2,4
AUT,1908,Swimming,M,47.516231,14.550072,Europe,1,0,0,1
AUT,1912,Fencing,M,47.516231,14.550072,Europe,1,0,7,8
AUT,1912,Swimming,F,47.516231,14.550072,Europe,4,0,0,4
AUT,1912,Tennis,M,47.516231,14.550072,Europe,0,0,2,2
AUT,1924,Figure Skating,F,47.516231,14.550072,Europe,0,2,0,2
AUT,1924,Figure Skating,M,47.516231,14.550072,Europe,0,1,1,2
AUT,1924,Weightlifting,M,47.516231,14.550072,Europe,1,0,3,4
AUT,1928,Art Competitions,M,47.516231,14.550072,Europe,0,1,0,1
AUT,1928,Figure Skating,F,47.516231,14.550072,Europe,1,0,2,3
AUT,1928,Figure Skating,M,47.516231,14.550072,Europe,1,0,2,3
AUT,1928,Rowing,M,47.516231,14.550072,Europe,2,0,0,2
AUT,1928,Weightlifting,M,47.516231,14.550072,Europe,0,2,0,2
AUT,1932,Fencing,F,47.516231,14.550072,Europe,0,1,0,1
AUT,1932,Figure Skating,F,47.516231,14.550072,Europe,0,0,1,1
AUT,1932,Figure Skating,M,47.516231,14.550072,Europe,0,1,0,1
AUT,1932,Weightlifting,M,47.516231,14.550072,Europe,1,0,1,2
AUT,1932,Wrestling,M,47.516231,14.550072,Europe,2,0,0,2
AUT,1936,Art Competitions,M,47.516231,14.550072,Europe,3,1,1,5
AUT,1936,Canoeing,M,47.516231,14.550072,Europe,2,4,5,11
AUT,1936,Equestrianism,M,47.516231,14.550072,Europe,1,0,0,1
AUT,1936,Fencing,F,47.516231,14.550072,Europe,1,0,0,1
AUT,1936,Figure Skating,F,47.516231,14.550072,Europe,0,0,1,1
AUT,1936,Figure Skating,M,47.516231,14.550072,Europe,1,1,1,3
