NOC,Year,Sport,Sex,lat,lon,continent,bronze,gold,silver,total
EGY,2004,Boxing,M,26.820553,30.802498,Africa,2,0,1,3
EGY,2004,Taekwondo,M,26.820553,30.802498,Africa,1,0,0,1
EGY,2004,Wrestling,M,26.820553,30.802498,Africa,0,1,0,1
EGY,2008,Judo,M,26.820553,30.802498,Africa,1,0,0,1
EGY,2012,Fencing,M,26.820553,30.802498,Africa,0,0,1,1
EGY,2012,Wrestling,M,26.820553,30.802498,Africa,0,0,1,1
EGY,2016,Taekwondo,F,26.820553,30.802498,Africa,1,0,0,1
EGY,2016,Weightlifting,F,26.820553,30.802498,Africa,1,0,0,1
EGY,2016,Weightlifting,M,26.820553,30.802498,Africa,1,0,0,1
ERI,2004,Athletics,M,15.179384,39.782334,Africa,1,0,0,1
ESP,1900,Basque Pelota,M,40.463667,-3.74922,Europe,0,2,0,2
ESP,1920,Football,M,40.463667,-3.74922,Europe,0,0,18,18
ESP,1920,Polo,M,40.463667,-3.74922,Europe,0,0,5,5
ESP,1928,Equestrianism,M,40.463667,-3.74922,Europe,0,3,0,3
ESP,1932,Sailing,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,1948,Equestrianism,M,40.463667,-3.74922,Europe,0,0,3,3
ESP,1952,Shooting,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,1960,Hockey,M,40.463667,-3.74922,Europe,14,0,0,14
ESP,1972,Alpine Skiing,M,40.463667,-3.74922,Europe,0,1,0,1
ESP,1972,Boxing,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,1976,Canoeing,M,40.463667,-3.74922,Europe,0,0,4,4
ESP,1976,Sailing,M,40.463667,-3.74922,Europe,0,0,2,2
ESP,1980,Athletics,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,1980,Canoeing,M,40.463667,-3.74922,Europe,2,0,2,4
ESP,1980,Hockey,M,40.463667,-3.74922,Europe,0,0,16,16
ESP,1980,Sailing,M,40.463667,-3.74922,Europe,0,2,0,2
ESP,1980,Swimming,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,1984,Athletics,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,1984,Basketball,M,40.463667,-3.74922,Europe,0,0,12,12
ESP,1984,Canoeing,M,40.463667,-3.74922,Europe,2,0,0,2
ESP,1984,Rowing,M,40.463667,-3.74922,Europe,0,0,2,2
ESP,1984,Sailing,M,40.463667,-3.74922,Europe,0,2,0,2
ESP,1988,Sailing,M,40.463667,-3.74922,Europe,0,1,0,1
ESP,1988,Shooting,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,1988,Swimming,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,1988,Tennis,M,40.463667,-3.74922,Europe,0,0,2,2
ESP,1992,Alpine Skiing,F,40.463667,-3.74922,Europe,1,0,0,1
ESP,1992,Archery,M,40.463667,-3.74922,Europe,0,3,0,3
ESP,1992,Athletics,M,40.463667,-3.74922,Europe,1,2,1,4
ESP,1992,Boxing,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,1992,Cycling,M,40.463667,-3.74922,Europe,0,1,0,1
ESP,1992,Football,M,40.463667,-3.74922,Europe,0,17,0,17
ESP,1992,Hockey,F,40.463667,-3.74922,Europe,0,15,0,15
ESP,1992,Judo,F,40.463667,-3.74922,Europe,0,2,0,2
ESP,1992,Rhythmic Gymnastics,F,40.463667,-3.74922,Europe,0,0,1,1
ESP,1992,Sailing,F,40.463667,-3.74922,Europe,0,2,1,3
ESP,1992,Sailing,M,40.463667,-3.74922,Europe,0,5,0,5
ESP,1992,Swimming,M,40.463667,-3.74922,Europe,0,1,0,1
ESP,1992,Tennis,F,40.463667,-3.74922,Europe,1,0,2,3
ESP,1992,Tennis,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,1992,Water Polo,M,40.463667,-3.74922,Europe,0,0,12,12
ESP,1996,Athletics,M,40.463667,-3.74922,Europe,1,0,1,2
ESP,1996,Boxing,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,1996,Cycling,M,40.463667,-3.74922,Europe,0,1,1,2
ESP,1996,Handball,M,40.463667,-3.74922,Europe,16,0,0,16
ESP,1996,Hockey,M,40.463667,-3.74922,Europe,0,0,16,16
ESP,1996,Judo,F,40.463667,-3.74922,Europe,2,0,0,2
ESP,1996,Judo,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,1996,Rhythmic Gymnastics,F,40.463667,-3.74922,Europe,0,6,0,6
ESP,1996,Sailing,F,40.463667,-3.74922,Europe,0,2,0,2
ESP,1996,Sailing,M,40.463667,-3.74922,Europe,0,2,0,2
ESP,1996,Tennis,F,40.463667,-3.74922,Europe,2,0,1,3
ESP,1996,Tennis,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,1996,Water Polo,M,40.463667,-3.74922,Europe,0,12,0,12
ESP,2000,Athletics,F,40.463667,-3.74922,Europe,1,0,0,1
ESP,2000,Boxing,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,2000,Cycling,F,40.463667,-3.74922,Europe,1,0,0,1
ESP,2000,Cycling,M,40.463667,-3.74922,Europe,0,1,0,1
ESP,2000,Football,M,40.463667,-3.74922,Europe,0,0,17,17
ESP,2000,Gymnastics,M,40.463667,-3.74922,Europe,0,1,0,1
ESP,2000,Handball,M,40.463667,-3.74922,Europe,15,0,0,15
ESP,2000,Judo,F,40.463667,-3.74922,Europe,0,1,0,1
ESP,2000,Swimming,F,40.463667,-3.74922,Europe,1,0,0,1
ESP,2000,Taekwondo,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,2000,Tennis,M,40.463667,-3.74922,Europe,2,0,0,2
ESP,2004,Athletics,M,40.463667,-3.74922,Europe,2,0,1,3
ESP,2004,Beach Volleyball,M,40.463667,-3.74922,Europe,0,0,2,2
ESP,2004,Canoeing,M,40.463667,-3.74922,Europe,0,1,1,2
ESP,2004,Cycling,M,40.463667,-3.74922,Europe,5,0,3,8
ESP,2004,Equestrianism,F,40.463667,-3.74922,Europe,1,0,1,2
ESP,2004,Equestrianism,M,40.463667,-3.74922,Europe,0,0,3,3
ESP,2004,Gymnastics,F,40.463667,-3.74922,Europe,1,0,0,1
ESP,2004,Gymnastics,M,40.463667,-3.74922,Europe,0,1,0,1
ESP,2004,Sailing,F,40.463667,-3.74922,Europe,0,0,2,2
ESP,2004,Sailing,M,40.463667,-3.74922,Europe,0,2,1,3
ESP,2004,Shooting,F,40.463667,-3.74922,Europe,0,0,1,1
ESP,2004,Tennis,F,40.463667,-3.74922,Europe,0,0,2,2
ESP,2008,Basketball,M,40.463667,-3.74922,Europe,0,0,12,12
ESP,2008,Canoeing,M,40.463667,-3.74922,Europe,0,2,2,4
ESP,2008,Cycling,F,40.463667,-3.74922,Europe,1,0,0,1
ESP,2008,Cycling,M,40.463667,-3.74922,Europe,0,2,2,4
ESP,2008,Fencing,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,2008,Gymnastics,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,2008,Handball,M,40.463667,-3.74922,Europe,14,0,0,14
ESP,2008,Hockey,M,40.463667,-3.74922,Europe,0,0,16,16
ESP,2008,Sailing,M,40.463667,-3.74922,Europe,0,2,2,4
ESP,2008,Synchronized Swimming,F,40.463667,-3.74922,Europe,0,0,10,10
ESP,2008,Tennis,F,40.463667,-3.74922,Europe,0,0,2,2
ESP,2008,Tennis,M,40.463667,-3.74922,Europe,0,1,0,1
ESP,2012,Basketball,M,40.463667,-3.74922,Europe,0,0,12,12
ESP,2012,Canoeing,F,40.463667,-3.74922,Europe,1,0,0,1
ESP,2012,Canoeing,M,40.463667,-3.74922,Europe,0,0,2,2
ESP,2012,Handball,F,40.463667,-3.74922,Europe,15,0,0,15
ESP,2012,Sailing,F,40.463667,-3.74922,Europe,0,4,0,4
ESP,2012,Swimming,F,40.463667,-3.74922,Europe,0,0,2,2
ESP,2012,Synchronized Swimming,F,40.463667,-3.74922,Europe,8,0,2,10
ESP,2012,Taekwondo,F,40.463667,-3.74922,Europe,0,0,1,1
ESP,2012,Taekwondo,M,40.463667,-3.74922,Europe,0,1,1,2
ESP,2012,Triathlon,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,2012,Water Polo,F,40.463667,-3.74922,Europe,0,0,12,12
ESP,2012,Wrestling,F,40.463667,-3.74922,Europe,1,0,0,1
ESP,2016,Athletics,F,40.463667,-3.74922,Europe,0,1,0,1
ESP,2016,Athletics,M,40.463667,-3.74922,Europe,0,0,1,1
ESP,2016,Badminton,F,40.463667,-3.74922,Europe,0,1,0,1
ESP,2016,Basketball,F,40.463667,-3.74922,Europe,0,0,12,12
ESP,2016,Basketball,M,40.463667,-3.74922,Europe,12,0,0,12
ESP,2016,Canoeing,F,40.463667,-3.74922,Europe,0,1,0,1
ESP,2016,Canoeing,M,40.463667,-3.74922,Europe,1,3,0,4
ESP,2016,Cycling,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,2016,Rhythmic Gymnastics,F,40.463667,-3.74922,Europe,0,0,5,5
ESP,2016,Swimming,F,40.463667,-3.74922,Europe,1,1,0,2
ESP,2016,Taekwondo,F,40.463667,-3.74922,Europe,0,0,1,1
ESP,2016,Taekwondo,M,40.463667,-3.74922,Europe,1,0,0,1
ESP,2016,Tennis,M,40.463667,-3.74922,Europe,0,2,0,2
ESP,2016,Weightlifting,F,40.463667,-3.74922,Europe,1,0,0,1
EST,1920,Athletics,M,58.595272,25.013607,Europe,0,0,1,1
EST,1920,Weightlifting,M,58.595272,25.013607,Europe,0,1,1,2
EST,1924,Athletics,M,58.595272,25.013607,Europe,1,0,0,1
EST,1924,Weightlifting,M,58.595272,25.013607,Europe,2,0,1,3
EST,1924,Wrestling,M,58.595272,25.013607,Europe,1,1,0,2
EST,1928,Sailing,M,58.595272,25.013607,Europe,5,0,0,5
EST,1928,Weightlifting,M,58.595272,25.013607,Europe,0,0,1,1
EST,1928,Wrestling,M,58.595272,25.013607,Europe,1,2,0,3
EST,1936,Boxing,M,58.595272,25.013607,Europe,0,0,1,1
EST,1936,Weightlifting,M,58.595272,25.013607,Europe,1,0,0,1
EST,1936,Wrestling,M,58.595272,25.013607,Europe,2,2,1,5
EST,1992,Cycling,F,58.595272,25.013607,Europe,0,1,0,1
EST,1992,Sailing,M,58.595272,25.013607,Europe,2,0,0,2
EST,2000,Athletics,M,58.595272,25.013607,Europe,0,1,0,1
EST,2000,Judo,M,58.595272,25.013607,Europe,2,0,0,2
EST,2002,Cross Country Skiing,M,58.595272,25.013607,Europe,1,1,1,3
EST,2004,Athletics,M,58.595272,25.013607,Europe,1,0,0,1
EST,2004,Judo,M,58.595272,25.013607,Europe,1,0,0,1
EST,2004,Rowing,M,58.595272,25.013607,Europe,0,0,1,1
EST,2006,Cross Country Skiing,F,58.595272,25.013607,Europe,0,2,0,2
EST,2006,Cross Country Skiing,M,58.595272,25.013607,Europe,0,1,0,1
EST,2008,Athletics,M,58.595272,25.013607,Europe,0,1,0,1
EST,2008,Rowing,M,58.595272,25.013607,Europe,0,0,2,2
EST,2010,Cross Country Skiing,F,58.595272,25.013607,Europe,0,0,1,1
EST,2012,Athletics,M,58.595272,25.013607,Europe,1,0,0,1
EST,2012,Wrestling,M,58.595272,25.013607,Europe,0,0,1,1
EST,2016,Rowing,M,58.595272,25.013607,Europe,4,0,0,4
ETH,1960,Athletics,M,9.145,40.489673,Africa,0,1,0,1
ETH,1964,Athletics,M,9.145,40.489673,Africa,0,1,0,1
ETH,1968,Athletics,M,9.145,40.489673,Africa,0,1,1,2
ETH,1972,Athletics,M,9.145,40.489673,Africa,2,0,0,2
ETH,1980,Athletics,M,9.145,40.489673,Africa,2,2,0,4
ETH,1992,Athletics,F,9.145,40.489673,Africa,0,1,0,1
ETH,1992,Athletics,M,9.145,40.489673,Africa,2,0,0,2
ETH,1996,Athletics,F,9.145,40.489673,Africa,1,1,0,2
ETH,1996,Athletics,M,9.145,40.489673,Africa,0,1,0,1
ETH,2000,Athletics,F,9.145,40.489673,Africa,1,1,1,3
ETH,2000,Athletics,M,9.145,40.489673,Africa,2,3,0,5
ETH,2004,Athletics,F,9.145,40.489673,Africa,2,1,1,4
ETH,2004,Athletics,M,9.145,40.489673,Africa,0,1,2,3
ETH,2008,Athletics,F,9.145,40.489673,Africa,1,2,0,3
ETH,2008,Athletics,M,9.145,40.489673,Africa,1,2,1,4
ETH,2012,Athletics,F,9.145,40.489673,Africa,2,3,0,5
ETH,2012,Athletics,M,9.145,40.489673,Africa,1,0,1,2
ETH,2016,Athletics,F,9.145,40.489673,Africa,3,1,1,5
ETH,2016,Athletics,M,9.145,40.489673,Africa,2,0,1,3
EUN,1992,Archery,F,61.52401,105.318756,Asia,4,0,0,4
EUN,1992,Athletics,F,61.52401,105.318756,Asia,1,9,12,22
EUN,1992,Athletics,M,61.52401,105.318756,Asia,2,3,2,7
EUN,1992,Basketball,F,61.52401,105.318756,Asia,0,12,0,12
EUN,1992,Biathlon,F,61.52401,105.318756,Asia,4,1,1,6
EUN,1992,Biathlon,M,61.52401,105.318756,Asia,0,1,4,5
EUN,1992,Boxing,M,61.52401,105.318756,Asia,1,0,1,2
EUN,1992,Canoeing,M,61.52401,105.318756,Asia,0,2,1,3
EUN,1992,Cross Country Skiing,F,61.52401,105.318756,Asia,4,6,2,12
EUN,1992,Diving,F,61.52401,105.318756,Asia,0,0,2,2
EUN,1992,Diving,M,61.52401,105.318756,Asia,1,0,0,1
EUN,1992,Fencing,F,61.52401,105.318756,Asia,1,0,0,1
EUN,1992,Fencing,M,61.52401,105.318756,Asia,5,5,2,12
EUN,1992,Figure Skating,F,61.52401,105.318756,Asia,1,2,1,4
EUN,1992,Figure Skating,M,61.52401,105.318756,Asia,1,3,1,5
EUN,1992,Freestyle Skiing,F,61.52401,105.318756,Asia,0,0,1,1
EUN,1992,Gymnastics,F,61.52401,105.318756,Asia,2,8,1,11
EUN,1992,Gymnastics,M,61.52401,105.318756,Asia,2,11,4,17
EUN,1992,Handball,F,61.52401,105.318756,Asia,13,0,0,13
EUN,1992,Handball,M,61.52401,105.318756,Asia,0,12,0,12
EUN,1992,Ice Hockey,M,61.52401,105.318756,Asia,0,22,0,22
EUN,1992,Judo,F,61.52401,105.318756,Asia,1,0,0,1
EUN,1992,Judo,M,61.52401,105.318756,Asia,1,2,0,3
EUN,1992,Modern Pentathlon,M,61.52401,105.318756,Asia,1,0,3,4
EUN,1992,Rhythmic Gymnastics,F,61.52401,105.318756,Asia,1,1,0,2
EUN,1992,Rowing,F,61.52401,105.318756,Asia,4,0,0,4
EUN,1992,Shooting,F,61.52401,105.318756,Asia,0,2,0,2
EUN,1992,Shooting,M,61.52401,105.318756,Asia,1,3,2,6
EUN,1992,Short Track Speed Skating,F,61.52401,105.318756,Asia,4,0,0,4
EUN,1992,Swimming,F,61.52401,105.318756,Asia,5,1,0,6
EUN,1992,Swimming,M,61.52401,105.318756,Asia,0,10,14,24
EUN,1992,Tennis,F,61.52401,105.318756,Asia,2,0,0,2
EUN,1992,Tennis,M,61.52401,105.318756,Asia,1,0,0,1
EUN,1992,Volleyball,F,61.52401,105.318756,Asia,0,0,8,8
EUN,1992,Water Polo,M,61.52401,105.318756,Asia,13,0,0,13
EUN,1992,Weightlifting,M,61.52401,105.318756,Asia,0,5,4,9
EUN,1992,Wrestling,M,61.52401,105.318756,Asia,5,6,5,16
FIJ,2016,Rugby Sevens,M,-16.578193,179.414413,Oceania,0,13,0,13
FIN,1906,Athletics,M,61.92411,25.748151,Europe,1,1,0,2
FIN,1906,Wrestling,M,61.92411,25.748151,Europe,0,1,1,2
FIN,1908,Athletics,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1908,Gymnastics,M,61.92411,25.748151,Europe,26,0,0,26
FIN,1908,Wrestling,M,61.92411,25.748151,Europe,1,1,1,3
FIN,1912,Athletics,M,61.92411,25.748151,Europe,3,6,11,20
FIN,1912,Gymnastics,M,61.92411,25.748151,Europe,0,0,20,20
FIN,1912,Sailing,M,61.92411,25.748151,Europe,12,0,7,19
FIN,1912,Shooting,M,61.92411,25.748151,Europe,5,0,0,5
FIN,1912,Wrestling,M,61.92411,25.748151,Europe,2,3,2,7
FIN,1920,Athletics,M,61.92411,25.748151,Europe,3,14,4,21
FIN,1920,Figure Skating,F,61.92411,25.748151,Europe,0,1,0,1
FIN,1920,Figure Skating,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1920,Shooting,M,61.92411,25.748151,Europe,10,0,5,15
FIN,1920,Swimming,M,61.92411,25.748151,Europe,2,0,0,2
FIN,1920,Wrestling,M,61.92411,25.748151,Europe,2,5,5,12
FIN,1924,Athletics,M,61.92411,25.748151,Europe,2,20,5,27
FIN,1924,Cross Country Skiing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1924,Figure Skating,F,61.92411,25.748151,Europe,0,0,1,1
FIN,1924,Figure Skating,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1924,Military Ski Patrol,M,61.92411,25.748151,Europe,0,0,4,4
FIN,1924,Sailing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1924,Shooting,M,61.92411,25.748151,Europe,7,0,1,8
FIN,1924,Speed Skating,M,61.92411,25.748151,Europe,2,4,2,8
FIN,1924,Wrestling,M,61.92411,25.748151,Europe,5,4,7,16
FIN,1928,Athletics,M,61.92411,25.748151,Europe,4,5,5,14
FIN,1928,Gymnastics,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1928,Sailing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1928,Speed Skating,M,61.92411,25.748151,Europe,1,2,1,4
FIN,1928,Wrestling,M,61.92411,25.748151,Europe,3,3,3,9
FIN,1932,Athletics,M,61.92411,25.748151,Europe,4,3,4,11
FIN,1932,Boxing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1932,Cross Country Skiing,M,61.92411,25.748151,Europe,1,1,1,3
FIN,1932,Gymnastics,M,61.92411,25.748151,Europe,8,0,1,9
FIN,1932,Wrestling,M,61.92411,25.748151,Europe,3,2,3,8
FIN,1936,Art Competitions,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1936,Athletics,M,61.92411,25.748151,Europe,2,3,5,10
FIN,1936,Boxing,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1936,Cross Country Skiing,M,61.92411,25.748151,Europe,1,4,0,5
FIN,1936,Gymnastics,M,61.92411,25.748151,Europe,8,1,0,9
FIN,1936,Speed Skating,M,61.92411,25.748151,Europe,2,0,2,4
FIN,1936,Wrestling,M,61.92411,25.748151,Europe,3,2,1,6
FIN,1948,Art Competitions,F,61.92411,25.748151,Europe,0,1,0,1
FIN,1948,Art Competitions,M,61.92411,25.748151,Europe,1,1,1,3
FIN,1948,Athletics,F,61.92411,25.748151,Europe,0,0,1,1
FIN,1948,Athletics,M,61.92411,25.748151,Europe,0,1,1,2
FIN,1948,Canoeing,M,61.92411,25.748151,Europe,4,0,1,5
FIN,1948,Cross Country Skiing,M,61.92411,25.748151,Europe,1,0,4,5
FIN,1948,Gymnastics,M,61.92411,25.748151,Europe,2,13,2,17
FIN,1948,Nordic Combined,M,61.92411,25.748151,Europe,0,1,1,2
FIN,1948,Shooting,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1948,Speed Skating,M,61.92411,25.748151,Europe,1,0,1,2
FIN,1948,Wrestling,M,61.92411,25.748151,Europe,1,1,1,3
FIN,1952,Athletics,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1952,Boxing,M,61.92411,25.748151,Europe,4,1,0,5
FIN,1952,Canoeing,F,61.92411,25.748151,Europe,0,1,0,1
FIN,1952,Canoeing,M,61.92411,25.748151,Europe,1,5,1,7
FIN,1952,Cross Country Skiing,F,61.92411,25.748151,Europe,1,1,1,3
FIN,1952,Cross Country Skiing,M,61.92411,25.748151,Europe,1,5,2,8
FIN,1952,Gymnastics,M,61.92411,25.748151,Europe,8,0,0,8
FIN,1952,Modern Pentathlon,M,61.92411,25.748151,Europe,3,0,0,3
FIN,1952,Nordic Combined,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1952,Rowing,M,61.92411,25.748151,Europe,4,0,0,4
FIN,1952,Sailing,M,61.92411,25.748151,Europe,5,0,0,5
FIN,1952,Shooting,M,61.92411,25.748151,Europe,1,0,1,2
FIN,1952,Wrestling,M,61.92411,25.748151,Europe,2,1,1,4
FIN,1956,Athletics,M,61.92411,25.748151,Europe,3,0,0,3
FIN,1956,Boxing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1956,Cross Country Skiing,F,61.92411,25.748151,Europe,0,3,0,3
FIN,1956,Cross Country Skiing,M,61.92411,25.748151,Europe,0,1,5,6
FIN,1956,Gymnastics,M,61.92411,25.748151,Europe,6,0,0,6
FIN,1956,Modern Pentathlon,M,61.92411,25.748151,Europe,4,0,1,5
FIN,1956,Rowing,M,61.92411,25.748151,Europe,5,0,0,5
FIN,1956,Shooting,M,61.92411,25.748151,Europe,1,1,0,2
FIN,1956,Ski Jumping,M,61.92411,25.748151,Europe,0,1,1,2
FIN,1956,Speed Skating,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1956,Wrestling,M,61.92411,25.748151,Europe,2,2,0,4
FIN,1960,Athletics,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1960,Biathlon,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1960,Boxing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1960,Cross Country Skiing,F,61.92411,25.748151,Europe,3,0,0,3
FIN,1960,Cross Country Skiing,M,61.92411,25.748151,Europe,1,5,1,7
FIN,1960,Gymnastics,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1960,Rowing,M,61.92411,25.748151,Europe,2,0,0,2
FIN,1960,Shooting,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1960,Ski Jumping,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1960,Speed Skating,F,61.92411,25.748151,Europe,1,0,0,1
FIN,1964,Athletics,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1964,Boxing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1964,Cross Country Skiing,F,61.92411,25.748151,Europe,3,0,1,4
FIN,1964,Cross Country Skiing,M,61.92411,25.748151,Europe,1,2,4,7
FIN,1964,Gymnastics,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1964,Shooting,M,61.92411,25.748151,Europe,0,2,0,2
FIN,1964,Ski Jumping,M,61.92411,25.748151,Europe,0,1,1,2
FIN,1964,Speed Skating,F,61.92411,25.748151,Europe,1,0,1,2
FIN,1968,Athletics,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1968,Boxing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1968,Cross Country Skiing,M,61.92411,25.748151,Europe,5,0,1,6
FIN,1968,Gymnastics,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1968,Speed Skating,F,61.92411,25.748151,Europe,0,1,1,2
FIN,1968,Weightlifting,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1972,Archery,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1972,Athletics,M,61.92411,25.748151,Europe,1,3,0,4
FIN,1972,Biathlon,M,61.92411,25.748151,Europe,0,0,4,4
FIN,1972,Boxing,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1972,Cross Country Skiing,F,61.92411,25.748151,Europe,1,0,4,5
FIN,1972,Modern Pentathlon,M,61.92411,25.748151,Europe,3,0,0,3
FIN,1972,Nordic Combined,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1972,Wrestling,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1976,Athletics,M,61.92411,25.748151,Europe,0,2,2,4
FIN,1976,Biathlon,M,61.92411,25.748151,Europe,0,0,5,5
FIN,1976,Cross Country Skiing,F,61.92411,25.748151,Europe,0,1,5,6
FIN,1976,Cross Country Skiing,M,61.92411,25.748151,Europe,1,4,0,5
FIN,1976,Rowing,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1976,Wrestling,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1980,Archery,F,61.92411,25.748151,Europe,1,0,0,1
FIN,1980,Archery,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1980,Athletics,M,61.92411,25.748151,Europe,1,0,1,2
FIN,1980,Cross Country Skiing,F,61.92411,25.748151,Europe,1,0,2,3
FIN,1980,Cross Country Skiing,M,61.92411,25.748151,Europe,4,0,2,6
FIN,1980,Nordic Combined,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1980,Rowing,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1980,Sailing,M,61.92411,25.748151,Europe,2,1,0,3
FIN,1980,Ski Jumping,M,61.92411,25.748151,Europe,1,1,0,2
FIN,1980,Wrestling,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1984,Athletics,F,61.92411,25.748151,Europe,0,0,1,1
FIN,1984,Athletics,M,61.92411,25.748151,Europe,1,2,0,3
FIN,1984,Boxing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1984,Cross Country Skiing,F,61.92411,25.748151,Europe,4,3,0,7
FIN,1984,Cross Country Skiing,M,61.92411,25.748151,Europe,6,0,1,7
FIN,1984,Nordic Combined,M,61.92411,25.748151,Europe,1,0,1,2
FIN,1984,Rowing,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1984,Shooting,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1984,Ski Jumping,M,61.92411,25.748151,Europe,1,1,1,3
FIN,1984,Weightlifting,M,61.92411,25.748151,Europe,2,0,0,2
FIN,1984,Wrestling,M,61.92411,25.748151,Europe,1,1,1,3
FIN,1988,Athletics,M,61.92411,25.748151,Europe,1,1,0,2
FIN,1988,Cross Country Skiing,F,61.92411,25.748151,Europe,5,1,0,6
FIN,1988,Ice Hockey,M,61.92411,25.748151,Europe,0,0,22,22
FIN,1988,Ski Jumping,M,61.92411,25.748151,Europe,0,6,0,6
FIN,1988,Wrestling,M,61.92411,25.748151,Europe,1,0,1,2
FIN,1992,Archery,M,61.92411,25.748151,Europe,0,0,3,3
FIN,1992,Athletics,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1992,Biathlon,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1992,Boxing,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1992,Canoeing,M,61.92411,25.748151,Europe,0,1,0,1
FIN,1992,Cross Country Skiing,F,61.92411,25.748151,Europe,0,1,1,2
FIN,1992,Cross Country Skiing,M,61.92411,25.748151,Europe,4,0,0,4
FIN,1992,Ski Jumping,M,61.92411,25.748151,Europe,1,5,0,6
FIN,1992,Swimming,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1994,Cross Country Skiing,F,61.92411,25.748151,Europe,2,0,0,2
FIN,1994,Cross Country Skiing,M,61.92411,25.748151,Europe,5,0,1,6
FIN,1994,Ice Hockey,M,61.92411,25.748151,Europe,22,0,0,22
FIN,1996,Athletics,F,61.92411,25.748151,Europe,0,1,0,1
FIN,1996,Athletics,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1996,Swimming,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1996,Wrestling,M,61.92411,25.748151,Europe,0,0,1,1
FIN,1998,Biathlon,M,61.92411,25.748151,Europe,1,0,0,1
FIN,1998,Cross Country Skiing,M,61.92411,25.748151,Europe,5,1,0,6
FIN,1998,Freestyle Skiing,M,61.92411,25.748151,Europe,1,0,1,2
FIN,1998,Ice Hockey,F,61.92411,25.748151,Europe,20,0,0,20
FIN,1998,Ice Hockey,M,61.92411,25.748151,Europe,22,0,0,22
FIN,1998,Nordic Combined,M,61.92411,25.748151,Europe,0,0,5,5
FIN,1998,Ski Jumping,M,61.92411,25.748151,Europe,0,1,1,2
